user_id,post_id,commentedAt,upvotes,isDeleted
346a9dc7-cc77-4fe9-8cda-c5ce59086a0e,fbb51656-5510-4bda-8477-795e5bf68f13,2026-01-07,464,False
1aaa2d18-b05b-4c63-97bd-b971bfcdcdbd,b15fa0c3-8100-46ee-890d-d326d3b9ce14,2026-07-22,377,False
c1308444-a5c9-455d-9927-cb3e324378c7,ed5bb0a8-0aff-4931-9237-0c3ab71e895b,2026-05-06,141,False
642c7f4b-cd67-4181-9125-e1328d0b58bd,02ca02df-a1b9-46e6-b4f0-5b66afa1fb79,2026-02-18,388,False
d22b7312-e2cc-4e4a-a46b-e6d0f64a7d00,f343c017-17f6-4053-847c-08ae939e1895,2026-02-19,79,False
aaf0ba9c-fb69-4454-949c-763425c98e54,e888478d-4bfe-4df4-bb49-b891545ec4e4,2026-08-14,476,True
4ca5a346-76d3-4c23-affd-52c52bd2f921,92498ede-b799-4f13-b145-c282a272f918,2026-03-31,442,False
5abaca62-987d-47c5-9faa-7ac8b33b3163,01639981-4ca1-4fe3-9be8-bfabd093d243,2025-09-06,306,False
a1f1dd28-ce1e-4d18-9662-bd5082dba9d0,e9550c46-3c84-4224-85a1-cb6ab68256fb,2026-01-17,223,True
d33de53b-0f68-4ccc-99b5-112491cfa8b5,76979ed7-fcf7-426c-a2c8-003c0401ad21,2026-01-01,29,False
74a9a01b-c5c3-4e1d-b9c1-1479b1753441,8744fed8-4b02-42b0-b332-07307a4a5b64,2025-11-15,55,False
51f113cd-fe1b-40fc-ac60-510e80a0195f,08728add-e1f0-410a-a225-4ef35b9be599,2026-09-05,346,False
2ea7886f-a48a-4e9e-bd1a-b179040c7b44,d97bdd38-f622-4772-9a76-33a38fb98800,2025-07-24,79,False
8554a68c-61e8-453b-abd6-704fcac0dcd7,ca5cb86c-db0e-4e89-af95-bbdcf83faba9,2026-05-19,28,False
461a0ef2-bc47-44b1-aedc-7b1a3ec864ea,bb46eba6-3efe-4f73-ab96-68b8c8d44e0f,2025-08-18,126,True
107134fe-6f13-40c9-9197-5f208755c1e3,01558426-154e-40b5-8cca-a51913126622,2025-12-23,224,False
f6f5e5b7-879f-425d-b1e9-8a6575b16f26,189caff7-1095-40c2-ac90-e9cf6b63ebc7,2025-09-29,460,False
22846166-59e9-4e2f-aea8-80e2375f01d6,b071abab-09ec-48a7-ac0a-879fae8aa287,2026-07-13,497,False
3021572e-bfb4-4d88-b5f6-eae87946998d,96607f01-e54f-407e-99d9-b9e4e8ce7cbd,2025-10-06,396,False
de862052-327a-481a-9b12-67a787cc3d07,3d751516-2d62-4f73-9c1c-38e8b4edf399,2026-02-03,430,False
3784402a-28a5-4178-8327-2fe6d489bc9c,a0e16c49-c611-4e37-9ab4-5eeaca094597,2026-06-24,246,False
0bb58a74-81ed-479c-ab28-b6ec1f753d6d,a2bb7f45-7f66-4b52-80f5-46bc82376733,2025-07-01,236,False
f80788cd-9959-4a95-affa-c18159c04d8f,cd730e7f-a475-49c8-a3d9-0219865f1267,2026-01-24,194,False
16972b77-9947-4b52-ac09-f1c11ff857b2,d51e858d-f3f4-40e7-9334-c1bee002cecc,2025-11-08,400,False
835d622b-91c8-4906-a993-ee352f85a5fc,1a9c0379-ee4b-475b-98c8-3afa2402b384,2026-06-19,372,False
a8871a4d-f0be-404d-93b4-d57564d20a22,ed97507f-90a9-4c58-b440-f9851bbb360f,2025-06-15,156,False
62f2ab1b-a4f6-4ff8-bea8-6569248f2df7,c7ce3d12-1656-463a-805c-2becc35f2c39,2026-01-12,458,False
12218e95-e1c0-4e7e-8992-1da95b529298,af451354-896a-4184-956b-71b8798e9582,2025-11-25,261,False
3e34e0c2-823a-4da2-9d63-5e9c14d2600a,fbeeed89-c462-453e-8c7a-194357783010,2026-05-18,36,False
f0b0a910-0c48-4173-84e8-33854fb35d5f,8a5fe94c-c913-42e1-b981-a09698017c62,2026-04-08,341,False
ef05f93a-de9c-460a-998d-9313748c343c,80d20d62-e69d-4328-8fd3-826305ed8185,2026-06-17,394,False
04d5e2a4-3803-4f8d-ab36-cc4e0ff1ff39,aab0dfe0-3563-427e-a03c-12e347e9f73a,2026-04-20,68,False
788e02b1-7445-4e88-a21d-a5040a1d4d2d,99cbf61f-fcee-4d76-84fb-f3d7de9ee3ef,2025-10-04,74,False
a00438db-dbba-4ef5-ae2b-29879ceef77d,a3dde657-68d9-4681-a1b6-4dae714f308e,2025-08-11,81,False
b8b7dd37-c6fd-499e-9d0c-a92973da039e,84f3d728-8fb9-4fec-93d8-d7b16a35b78f,2026-01-28,313,False
b80da54b-be20-4f76-a39f-cd10e49c40c2,76058e67-cf43-4121-89f2-62a9387e9ed8,2026-07-12,236,False
017d1af0-b131-42c7-880d-43439e556ed4,90e809cf-bcd5-4959-8667-cbc93bfb27ea,2026-04-15,307,False
56c77ef4-6e49-45f5-ba2c-a27babb9aa31,14a21d85-4926-45bc-8179-adbc76d2699e,2025-12-29,425,False
9211fc6b-7100-4b5a-9383-62987a07dcb1,a6289910-5a84-43e0-944b-c091159344ee,2026-02-13,298,False
ab10b044-cc74-4fc5-8acb-f84670ddb23e,7e135b80-1be3-4b94-8e8b-f5515b51e2e0,2025-08-09,208,False
55329336-d440-48ca-aba5-3fd760cfcca3,c2efd90d-da47-4c2b-8a0f-fe1f872823f4,2025-12-07,90,False
b2304245-bfbf-42f4-a445-f0580e214167,de2e49ff-dd67-42f3-bf72-7a12d4970155,2025-09-16,205,False
835d622b-91c8-4906-a993-ee352f85a5fc,694e1dbf-afeb-4a15-8d07-521080301793,2026-04-04,150,False
80ca0987-3c99-43f8-8f1a-2c59418a2d9e,f96c3db2-574d-47df-88cf-77634a6361d4,2025-11-09,217,False
749478cd-5db5-45dc-8b45-0a146eeb6421,5070e1d0-12c2-4a49-b7ab-04da574ef861,2026-03-19,73,False
3504dbc7-87cd-4bb6-bf27-c30503dbf258,9f4c90f1-c31b-46cb-9ffb-fdb6e1cb7cab,2026-08-16,479,False
6ebb4ba0-b936-4c06-8d21-de9de0b958d2,7e135b80-1be3-4b94-8e8b-f5515b51e2e0,2025-10-07,266,False
a72883ea-ded4-444a-abe2-2e15a8728f9b,55105999-ce92-434d-b6fb-342016b1640e,2026-05-19,435,False
438dcfb0-6f22-432e-8b40-e1e28e3f5125,5a24f2e2-c0e5-4823-8a39-e8d97fd5ca6a,2025-10-13,38,False
3e34e0c2-823a-4da2-9d63-5e9c14d2600a,369564d3-170f-47fb-b546-3e9fdad364d0,2025-10-26,177,False
0390f607-6b02-420c-9d79-e5e6b11ca9be,dcd0b7f1-cdf6-492b-aa75-892f4835c2c0,2026-04-26,99,False
3d11e048-1da7-4f26-be5e-93f8d34498e3,28fd168f-bd93-421f-b07e-0dae6e131078,2025-12-23,401,False
9481d6cf-a039-48cd-bb9f-56745961dde6,e48025fe-86b4-472e-be57-2b781f3d22db,2026-07-11,456,False
a23f599c-4572-4442-8077-b9c3694e1a52,dcaeca0a-dd95-41cf-9b27-c498177cec1e,2026-01-17,13,False
4247acd9-62f6-4e57-8afb-3a10ab378c60,21937196-7228-4afb-b1c9-4fc8e5fa88a6,2025-07-12,181,False
c36f6dca-c333-45d4-b583-4818c6eba512,7277b7d0-2ce9-41ce-879b-1e0a38a955e2,2026-03-24,13,False
add2a63d-7545-4547-a6f2-dc103d7242d6,ae831e95-0c20-41ea-ba8d-b333b7f9c0e3,2025-12-03,215,False
6303907d-ca0b-47de-8728-96325292627c,e29a2fdb-dcf2-42e2-88d5-10a0cbc3137c,2025-11-20,237,False
eb209ee6-8065-4e63-a889-feab209a245c,d97bdd38-f622-4772-9a76-33a38fb98800,2025-04-20,58,False
47a0efbe-96f7-496d-b6c0-31981acffed4,791213bb-fdee-4b2b-a279-55de12c254a4,2026-04-09,192,False
c35f4f6e-a666-4cb7-b166-b05552f62836,0e5f7f50-9458-4e76-a9a5-54324d64644f,2025-12-18,453,False
8c64b38d-f57e-46ef-b83f-05c667b7b5b9,12cebcaf-7bd0-4205-b2b3-9eafaf482475,2026-07-25,122,False
f32429ba-541a-4224-ad80-9287dfe90cd0,dfe3da6a-10cd-4ca0-9591-94a241efd110,2025-09-09,251,False
50e53aaa-1740-4ddc-bfa4-47f287ef13a0,3bc31a89-167b-4a96-ba5b-b61ce8349705,2025-12-12,190,False
9393e25e-1f27-4d55-9735-2048f50f08a9,27e7e5ad-2908-45e4-9c81-3bc0c8383980,2026-01-15,286,False
a479adf4-ad9d-4a32-b71e-141a98ea3b66,80b2739b-9d1a-4790-a1c6-ebc5f5d4e957,2025-11-19,276,False
e976ac49-c611-4776-afd9-c3bdc71fd241,095f05ee-18c3-481e-b9e7-326b634ba351,2025-11-30,353,False
a72ddec5-23dc-4ad6-896b-d29b892987d8,ad5820ac-fe1a-4418-91c0-87e37daf7494,2026-03-14,167,False
60b274bb-bbc1-4b7f-ba73-601d2a590fae,d064b972-9aff-4c63-ad2b-126a398bfd99,2025-11-25,187,False
5d4ef166-38fe-46b9-b88e-95d433262799,6c95d04a-9a65-486e-a034-e9c506609e6b,2026-01-24,83,False
25288d0a-dbcc-4db9-a3d8-e8f474e27b36,732b92f6-e0d7-409f-81f7-e4a91413090a,2026-03-28,159,False
cb3abed2-8a08-4f4c-9780-6b4fa6e56e1d,d347e0a7-66b3-4baa-83a2-08f635ccab47,2026-03-06,415,False
2135fcec-cd06-47d4-bc38-57ca4cade8b9,c030e15e-4e42-4ee6-85be-34d2f12f9533,2025-12-19,181,False
ad5e3d23-45ce-48ec-b1ca-d153932a7e7b,28091587-cd63-4fb5-b380-bb1c0ecdbaca,2025-10-22,70,False
b34ad39c-24e4-4d67-9f80-72c832089f0b,52d03f30-1807-41e4-9559-bf12e01a3d13,2025-06-18,173,False
